,0,1,2
operatic,5.916399999999999e-07,ɑ2>o|p>p|ɝ0>er|æ1>a|t>t|ɪ0>i|k>c,
operating,3.9443000000000007e-07,ɑ1>o|p>p|ɝ0>er|eɪ2>a|t>t|ɪ0>i|ŋ>ng,
operation,6.1136e-06,ɑ2>o|p>p|ɝ0>er|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
operations,2.1694e-06,ɑ2>o|p>p|ɝ0>er|eɪ1>a|ʃ>ti|ʌ0>o|n>n|z>s,
operator,3.9443000000000007e-07,ɑ1>o|p>p|ɝ0>er|eɪ2>a|t>t|ɝ0>or,
operators,1.9721e-07,ɑ1>o|p>p|ɝ0>er|eɪ2>a|t>t|ɝ0>or|z>s,
ophelia,1.2819e-05,ʌ0>o|f>ph|i1>e|l>l|j>i|ʌ0>a,
opiate,1.9721e-07,oʊ1>o|p>p|i0>i|ʌ0>a|t>te,
opined,2.3666e-06,oʊ0>o|p>p|aɪ1>i|n>n|d>ed,
opinion,6.4489e-05,ʌ0>o|p>p|ɪ1>i|n>n|j>i|ʌ0>o|n>n,
opinionated,3.9443000000000007e-07,ʌ0>o|p>p|ɪ1>i|n>n|j>i|ʌ0>o|n>n|eɪ2>a|t>t|ɪ0>e|d>d,
opinions,8.8747e-06,ʌ0>o|p>p|ɪ1>i|n>n|j>i|ʌ0>o|n>n|z>s,
opium,1.9721e-06,oʊ1>o|p>p|i0>i|ʌ0>u|m>m,
opponent,1.3805000000000002e-06,ʌ0>o|p>pp|oʊ1>o|n>n|ɛ0>e|n>n|t>t,
opponents,9.860700000000002e-07,ʌ0>o|p>pp|oʊ1>o|n>n|ɛ0>e|n>n|t>t|s>s,
opportune,1.9721e-07,ɑ2>o|p>pp|ɝ0>or|t>t|u1>u|n>ne,
opportunities,3.9443e-06,ɑ2>o|p>pp|ɝ0>or|t>t|u1>u|n>n|ɪ0>i|t>t|i0>ie|z>s,
opportunity,2.761e-05,ɑ2>o|p>pp|ɝ0>or|t>t|u1>u|n>n|ɪ0>i|t>t|i0>y,
oppose,1.3805000000000002e-06,ʌ0>o|p>pp|oʊ1>o|z>se,
opposed,6.1136e-06,ʌ0>o|p>pp|oʊ1>o|z>se|d>d,
opposing,3.9443000000000007e-07,ʌ0>o|p>pp|oʊ1>o|z>s|ɪ0>i|ŋ>ng,
opposite,4.8318e-05,ɑ1>o|p>pp|ʌ0>o|z>s|ɪ0>i|t>te,
opposites,3.9443000000000007e-07,ɑ1>o|p>pp|ʌ0>o|z>s|ɪ0>i|t>te|s>s,
opposition,5.719199999999999e-06,ɑ2>o|p>pp|ʌ0>o|z>s|ɪ1>i|ʃ>ti|ʌ0>o|n>n,
oppress,1.3805000000000002e-06,ʌ0>o|p>pp|r>r|ɛ1>e|s>ss,
oppressed,3.9443e-06,ʌ0>o|p>pp|r>r|ɛ1>e|s>ss|t>ed,
oppressing,1.9721e-07,ʌ0>o|p>pp|r>r|ɛ1>e|s>ss|ɪ0>i|ŋ>ng,
oppression,1.7749000000000002e-06,ʌ0>o|p>pp|r>r|ɛ1>e|ʃ>ssi|ʌ0>o|n>n,
oppressive,1.3805000000000002e-06,ʌ0>o|p>pp|r>r|ɛ1>e|s>ss|ɪ0>i|v>ve,
oppressor,9.860700000000002e-07,ʌ0>o|p>pp|r>r|ɛ1>e|s>ss|ɝ0>or,
oppressors,7.888600000000001e-07,ʌ0>o|p>pp|r>r|ɛ1>e|s>ss|ɝ0>or|z>s,
opprobrium,1.9721e-07,ʌ0>o|p>pp|r>r|oʊ1>o|b>b|r>r|i0>i|ʌ0>u|m>m,
optical,1.9721e-07,ɑ1>o|p>p|t>t|ɪ0>i|k>c|ʌ0>a|l>l,
optimism,3.9443000000000007e-07,ɑ1>o|p>p|t>t|ɪ0>i|m>m|ɪ2>i|z>s|ʌ0;m>m,
optimist,3.9443000000000007e-07,ɑ1>o|p>p|t>t|ɪ0>i|m>m|ɪ0>i|s>s|t>t,
optimistic,1.9721e-07,ɑ2>o|p>p|t>t|ɪ0>i|m>m|ɪ1>i|s>s|t>t|ɪ0>i|k>c,
optimistically,1.9721e-07,ɑ2>o|p>p|t>t|ɪ0>i|m>m|ɪ1>i|s>s|t>t|ɪ0>i|k>c|ʌ0>a|l>ll|i0>y,
opulence,3.9443000000000007e-07,ɑ1>o|p>p|j;ʌ0>u|l>l|ɛ0>e|n>n|s>ce,
opulent,7.888600000000001e-07,ɑ1>o|p>p|j;ʌ0>u|l>l|ɛ0>e|n>n|t>t,
or,0.0020412,ɔ1>o|r>r,
oracle,4.9304e-06,ɔ1>o|r>r|ʌ0>a|k>c|ʌ0;l>le,
oracles,1.3805000000000002e-06,ɔ1>o|r>r|ʌ0>a|k>c|ʌ0;l>le|z>s,
oral,5.916399999999999e-07,ɔ1>o|r>r|ʌ0>a|l>l,
orange,1.4988e-05,ɔ1>o|r>r|ʌ0>a|n>n|dʒ>ge,
oranges,1.065e-05,ɔ1>o|r>r|ʌ0>a|n>n|dʒ>g|ɛ0>e|z>s,
oration,1.7749000000000002e-06,ɔ0>o|r>r|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
orations,1.9721e-07,ɔ0>o|r>r|eɪ1>a|ʃ>ti|ʌ0>o|n>n|z>s,
orator,2.1694e-06,ɔ1>o|r>r|ʌ0>a|t>t|ɝ0>or,
orators,5.916399999999999e-07,ɔ1>o|r>r|ʌ0>a|t>t|ɝ0>or|z>s,
oratory,1.7749000000000002e-06,ɔ1>o|r>r|ʌ0>a|t>t|ɔ2>o|r>r|i0>y,
orchard,0.00010137,ɔ1>o|r>r|tʃ>ch|ɝ0>ar|d>d,
orchards,6.7053e-06,ɔ1>o|r>r|tʃ>ch|ɝ0>ar|d>d|z>s,
orchestra,2.5638e-06,ɔ1>o|r>r|k>ch|ɛ0>e|s>s|t>t|r>r|ʌ0>a,
orchid,1.9721e-07,ɔ1>o|r>r|k>ch|ɪ0>i|d>d,
orchids,1.7749000000000002e-06,ɔ1>o|r>r|k>ch|ɪ0>i|d>d|z>s,
ordain,1.9721e-07,ɔ0>o|r>r|d>d|eɪ1>ai|n>n,
ordained,1.7749000000000002e-06,ɔ0>o|r>r|d>d|eɪ1>ai|n>n|d>ed,
ordeal,4.7331e-06,ɔ0>o|r>r|d>d|i1>ea|l>l,
order,0.00013825,ɔ1>o|r>r|d>d|ɝ0>er,
ordered,8.4211e-05,ɔ1>o|r>r|d>d|ɝ0>er|d>ed,
ordering,6.5080999999999996e-06,ɔ1>o|r>r|d>d|ɝ0>er|ɪ0>i|ŋ>ng,
orderly,3.1554000000000003e-06,ɔ1>o|r>r|d>d|ɝ0>er|l>l|i0>y,
orders,6.1136e-05,ɔ1>o|r>r|d>d|ɝ0>er|z>s,
ordinance,1.9721e-07,ɔ1>o|r>r|d>d|ɪ0>i|n>n|ʌ0>a|n>n|s>ce,
ordinarily,1.3805000000000002e-06,ɔ2>o|r>r|d>d|ɪ0>i|n>n|ɛ1>a|r>r|ɪ0>i|l>l|i0>y,
ordinary,2.6624e-05,ɔ1>o|r>r|d>d|ɪ0>i|n>n|ɛ2>a|r>r|i0>y,
ordnance,5.916399999999999e-07,ɔ1>o|r>r|d>d|n>n|ʌ0>a|n>n|s>ce,
ore,1.9721e-07,ɔ1>o|r>re,
oregon,3.9443000000000007e-07,ɔ1>o|r>r|ɛ0>e|g>g|ʌ0>o|n>n,
organ,8.0858e-06,ɔ1>o|r>r|g>g|ʌ0>a|n>n,
organisation,1.9721e-07,ɔ2>o|r>r|g>g|ʌ0>a|n>n|ɪ0>i|z>s|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
organist,7.888600000000001e-07,ɔ1>o|r>r|g>g|ʌ0>a|n>n|ɪ0>i|s>s|t>t,
organization,5.916399999999999e-07,ɔ2>o|r>r|g>g|ʌ0>a|n>n|ɪ0>i|z>z|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
organize,5.916399999999999e-07,ɔ1>o|r>r|g>g|ʌ0>a|n>n|aɪ2>i|z>ze,
organized,1.3805000000000002e-06,ɔ1>o|r>r|g>g|ʌ0>a|n>n|aɪ2>i|z>ze|d>d,
organizer,1.9721e-07,ɔ1>o|r>r|g>g|ʌ0>a|n>n|aɪ2>i|z>z|ɝ0>er,
organizing,1.1833e-06,ɔ1>o|r>r|g>g|ʌ0>a|n>n|aɪ2>i|z>z|ɪ0>i|ŋ>ng,
organs,9.860700000000002e-07,ɔ1>o|r>r|g>g|ʌ0>a|n>n|z>s,
orgies,7.888600000000001e-07,ɔ1>o|r>r|dʒ>g|i0>ie|z>s,
orgy,1.3805000000000002e-06,ɔ1>o|r>r|dʒ>g|i0>y,
orient,5.916399999999999e-07,ɔ1>o|r>r|i0>i|ɛ2>e|n>n|t>t,
oriental,5.9164e-06,ɔ2>o|r>r|i0>i|ɛ1>e|n>n|t>t|ʌ0>a|l>l,
orientals,9.860700000000002e-07,ɔ2>o|r>r|i0>i|ɛ1>e|n>n|t>t|ʌ0>a|l>l|z>s,
origin,2.5638e-06,ɔ1>o|r>r|ɪ0>i|dʒ>g|ɪ0>i|n>n,
original,1.5382999999999998e-05,ɝ0>or|ɪ1>i|dʒ>g|ɪ0>i|n>n|ʌ0>a|l>l,
originality,1.3805000000000002e-06,ɝ0>or|ɪ2>i|dʒ>g|ɪ0>i|n>n|æ1>a|l>l|ɪ0>i|t>t|i0>y,
originally,1.7749000000000002e-06,ɝ0>or|ɪ1>i|dʒ>g|ɪ0>i|n>n|ʌ0>a|l>ll|i0>y,
originals,5.916399999999999e-07,ɝ0>or|ɪ1>i|dʒ>g|ɪ0>i|n>n|ʌ0>a|l>l|z>s,
originate,1.9721e-07,ɝ0>or|ɪ1>i|dʒ>g|ɪ0>i|n>n|eɪ2>a|t>te,
originated,1.9721e-06,ɔ0>o|r>r|ɪ1>i|dʒ>g|ɪ0>i|n>n|eɪ2>a|t>t|ɪ0>e|d>d,
originating,1.9721e-07,ɝ0>or|ɪ1>i|dʒ>g|ɪ0>i|n>n|eɪ2>a|t>t|ɪ0>i|ŋ>ng,
oriole,1.9721e-07,ɔ1>o|r>r|i0>i|oʊ2>o|l>le,
orion,1.9721e-07,ɔ0>o|r>r|aɪ1>i|ʌ0>o|n>n,
orkney,3.9443000000000007e-07,ɔ1>o|r>r|k>k|n>n|i0>ey,
orlando,3.9443000000000007e-07,ɔ0>o|r>r|l>l|æ1>a|n>n|d>d|oʊ0>o,
orleans,3.9443000000000007e-07,ɔ1>o|r>r|l>l|i0>ea|n>n|z>s,
ornament,6.7053e-06,ɔ1>o|r>r|n>n|ʌ0>a|m>m|ɛ0>e|n>n|t>t,
ornamental,1.9721e-06,ɔ2>o|r>r|n>n|ʌ0>a|m>m|ɛ1>e|n>n|t>t|ʌ0>a|l>l,
ornamentation,3.9443000000000007e-07,ɔ2>o|r>r|n>n|ʌ0>a|m>m|ɛ0>e|n>n|t>t|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
ornamented,5.9164e-06,ɔ1>o|r>r|n>n|ʌ0>a|m>m|ɛ2>e|n>n|t>t|ɪ0>e|d>d,
ornaments,7.4941e-06,ɔ1>o|r>r|n>n|ʌ0>a|m>m|ɛ0>e|n>n|t>t|s>s,
ornate,1.9721e-07,ɔ0>o|r>r|n>n|eɪ1>a|t>te,
ornithological,1.9721e-07,ɔ2>o|r>r|n>n|ɪ0>i|θ>th|ʌ0>o|l>l|ɔ1>o|dʒ>g|ɪ0>i|k>c|ʌ0>a|l>l,
ornithology,3.9443000000000007e-07,ɔ2>o|r>r|n>n|ɪ0>i|θ>th|ɑ1>o|l>l|ʌ0>o|dʒ>g|i0>y,
orphan,1.5382999999999998e-05,ɔ1>o|r>r|f>ph|ʌ0>a|n>n,
orphanage,1.1833e-06,ɔ1>o|r>r|f>ph|ʌ0>a|n>n|ʌ0>a|dʒ>ge,
orphaned,3.9443000000000007e-07,ɔ1>o|r>r|f>ph|ʌ0>a|n>n|d>ed,
orphans,5.719199999999999e-06,ɔ1>o|r>r|f>ph|ʌ0>a|n>n|z>s,
orpheus,1.5777000000000002e-06,ɔ1>o|r>r|f>ph|i0>e|ʌ0>u|s>s,
orson,1.9721e-07,ɔ1>o|r>r|s>s|ʌ0>o|n>n,
orth,1.9721e-07,ɔ1>o|r>r|θ>th,
orthodox,2.1694e-06,ɔ1>o|r>r|θ>th|ʌ0>o|d>d|ɑ2>o|k;s>x,
orthography,1.9721e-07,ɔ0>o|r>r|θ>th|ɑ1>o|g>g|r>r|ʌ0>a|f>ph|i0>y,
osaka,2.3666e-06,oʊ0>o|s>s|ɑ1>a|k>k|ʌ0>a,
osborne,8.0858e-06,ɔ1>o|z>s|b>b|ɔ2>o|r>r|n>ne,
oscar,9.860700000000002e-07,ɔ1>o|s>s|k>c|ɝ0>ar,
oshkosh,5.916399999999999e-07,ɔ1>o|ʃ>sh|k>k|ɔ2>o|ʃ>sh,
osprey,3.1554000000000003e-06,ɔ1>o|s>s|p>p|r>r|i0>ey,
ossified,1.9721e-07,ɑ1>o|s>ss|ɪ0>i|f>f|aɪ2>i|d>ed,
ostensible,1.9721e-07,ɑ0>o|s>s|t>t|ɛ1>e|n>n|s>s|ɪ0>i|b>b|ʌ0;l>le,
ostensibly,7.888600000000001e-07,ɑ0>o|s>s|t>t|ɛ1>e|n>n|s>s|ɪ0>i|b>b|l>l|i0>y,
ostentation,7.888600000000001e-07,ɔ2>o|s>s|t>t|ɛ0>e|n>n|t>t|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
ostentatious,2.1694e-06,ɑ2>o|s>s|t>t|ɛ0>e|n>n|t>t|eɪ1>a|ʃ>ti|ʌ0>ou|s>s,
ostentatiously,1.7749000000000002e-06,ɑ2>o|s>s|t>t|ɛ0>e|n>n|t>t|eɪ1>a|ʃ>ti|ʌ0>ou|s>s|l>l|i0>y,
ostia,1.9721e-07,ɑ1>o|s>s|t>t|i0>i|ʌ0>a,
ostracism,1.9721e-07,ɔ1>o|s>s|t>t|r>r|ʌ0>a|s>c|ɪ2>i|z>s|ʌ0;m>m,
ostrich,2.7610000000000003e-06,ɔ1>o|s>s|t>t|r>r|ɪ0>i|tʃ>ch,
ostriches,9.860700000000002e-07,ɑ1>o|s>s|t>t|r>r|ɪ0>i|tʃ>ch|ɪ0>e|z>s,
ot,3.9443000000000007e-07,ɔ1>o|t>t,
othello,5.916399999999999e-07,ʌ0>o|θ>th|ɛ1>e|l>ll|oʊ0>o,
other,0.0012142000000000001,ʌ1>o|ð>th|ɝ0>er,
others,0.00024356,ʌ1>o|ð>th|ɝ0>er|z>s,
otherwise,3.964e-05,ʌ1>o|ð>th|ɝ0>er|w>w|aɪ2>i|z>se,
ottawa,1.1833e-06,ɑ1>o|t>tt|ʌ0>a|w>w|ɑ2>a,
otter,6.784199999999999e-05,ɑ1>o|t>tt|ɝ0>er,
otters,2.1694e-06,ɑ1>o|t>tt|ɝ0>er|z>s,
otto,2.3666e-06,ɑ1>o|t>tt|oʊ2>o,
ottoman,1.3805000000000002e-06,ɑ1>o|t>tt|ʌ0>o|m>m|ʌ0>a|n>n,
ou,1.1833e-06,aʊ1>ou,
ouch,3.1554000000000003e-06,aʊ1>ou|tʃ>ch,
ought,0.00019761,ɔ1>ough|t>t,
oui,1.9721e-07,u0>ou|i1>i,
ounce,1.7749000000000002e-06,aʊ1>ou|n>n|s>ce,
ounces,5.916399999999999e-07,aʊ1>ou|n>n|s>c|ɪ0>e|z>s,
our,0.00085986,aʊ1>ou|r>r,
ours,3.116e-05,aʊ1>ou|ɝ0>r|z>s,
ourself,5.916399999999999e-07,aʊ0>ou|ɝ0>r|s>s|ɛ1>e|l>l|f>f,
ourselves,5.4431e-05,aʊ0>ou|ɝ0>r|s>s|ɛ1>e|l>l|v>ve|z>s,
ousted,7.888600000000001e-07,aʊ1>ou|s>s|t>t|ɪ0>e|d>d,
out,0.0034186999999999998,aʊ1>ou|t>t,
outboard,1.9721e-07,aʊ1>ou|t>t|b>b|ɔ2>oa|r>r|d>d,
outbreak,3.3526e-06,aʊ1>ou|t>t|b>b|r>re|eɪ2>a|k>k,
outbreaks,1.9721e-07,aʊ1>ou|t>t|b>b|r>re|eɪ2>a|k>k|s>s,
outburst,4.5359e-06,aʊ1>ou|t>t|b>b|ɝ2>ur|s>s|t>t,
outbursts,5.916399999999999e-07,aʊ1>ou|t>t|b>b|ɝ2>ur|s>s|t>t|s>s,
outcast,4.9304e-06,aʊ1>ou|t>t|k>c|æ2>a|s>s|t>t,
outcasts,1.1833e-06,aʊ1>ou|t>t|k>c|æ2>a|s>s|t>t|s>s,
outcome,7.888600000000001e-07,aʊ1>ou|t>t|k>c|ʌ2>o|m>me,
outcries,1.3805000000000002e-06,aʊ1>ou|t>t|k>c|r>r|aɪ2>i|z>es,
outcry,1.9721e-06,aʊ1>ou|t>t|k>c|r>r|aɪ2>y,
outdid,7.888600000000001e-07,aʊ1>ou|t>t|d>d|ɪ2>i|d>d,
outdo,9.860700000000002e-07,aʊ2>ou|t>t|d>d|u1>o,
outdone,1.7749000000000002e-06,aʊ1>ou|t>t|d>d|ʌ1>o|n>ne,
outdoor,1.3805000000000002e-06,aʊ1>ou|t>t|d>d|ɔ2>oo|r>r,
outdoors,2.1694e-06,aʊ1>ou|t>t|d>d|ɔ1>oo|r>r|z>s,
outer,1.1044000000000001e-05,aʊ1>ou|t>t|ɝ0>er,
outermost,1.9721e-07,aʊ1>ou|t>t|ɝ0>er|m>m|oʊ2>o|s>s|t>t,
outfit,2.9582e-06,aʊ1>ou|t>t|f>f|ɪ2>i|t>t,
outfits,1.9721e-07,aʊ1>ou|t>t|f>f|ɪ2>i|t>t|s>s,
outflanked,1.9721e-07,aʊ0>ou|t>t|f>f|l>l|æ1>a|ŋ>n|k>k|t>ed,
outgrew,5.916399999999999e-07,aʊ2>ou|t>t|g>g|r>r|u1>ew,
outgrow,9.860700000000002e-07,aʊ2>ou|t>t|g>g|r>r|oʊ1>ow,
outgrown,1.7749000000000002e-06,aʊ2>ou|t>t|g>g|r>r|oʊ1>ow|n>n,
outhouse,1.3805000000000002e-06,aʊ1>ou|t>t|h>h|aʊ2>ou|s>se,
outhouses,3.9443000000000007e-07,aʊ1>ou|t>t|h>h|aʊ2>ou|s>s|ɪ0>e|z>s,
outing,1.3805000000000002e-06,aʊ1>ou|t>t|ɪ0>i|ŋ>ng,
outings,9.860700000000002e-07,aʊ1>ou|t>t|ɪ0>i|ŋ>ng|z>s,
outlandish,2.5638e-06,aʊ0>ou|t>t|l>l|æ1>a|n>n|d>d|ɪ0>i|ʃ>sh,
outlast,1.9721e-07,aʊ1>ou|t>t|l>l|æ2>a|s>s|t>t,
outlaw,5.522000000000001e-06,aʊ1>ou|t>t|l>l|ɔ2>aw,
outlawed,3.9443000000000007e-07,aʊ1>ou|t>t|l>l|ɔ2>aw|d>ed,
outlaws,2.7610000000000003e-06,aʊ1>ou|t>t|l>l|ɔ2>aw|z>s,
outlay,5.916399999999999e-07,aʊ1>ou|t>t|l>l|eɪ2>ay,
outlet,1.5777000000000002e-06,aʊ1>ou|t>t|l>l|ɛ2>e|t>t,
outlier,1.5777000000000002e-06,aʊ1>ou|t>t|l>l|aɪ0>i|ɝ0>er,
outline,4.7331e-06,aʊ1>ou|t>t|l>l|aɪ2>i|n>ne,
outlined,1.3805000000000002e-06,aʊ1>ou|t>t|l>l|aɪ2>i|n>ne|d>d,
outlines,4.1415e-06,aʊ1>ou|t>t|l>l|aɪ2>i|n>ne|z>s,
outlining,1.9721e-07,aʊ1>ou|t>t|l>l|aɪ2>i|n>n|ɪ0>i|ŋ>ng,
outlive,1.3805000000000002e-06,aʊ2>ou|t>t|l>l|ɪ1>i|v>ve,
outlived,1.9721e-06,aʊ2>ou|t>t|l>l|ɪ1>i|v>ve|d>d,
outlook,1.9721e-06,aʊ1>ou|t>t|l>l|ʊ2>oo|k>k,
outlying,1.7749000000000002e-06,aʊ1>ou|t>t|l>l|aɪ2>y|ɪ0>i|ŋ>ng,
outnumbered,9.860700000000002e-07,aʊ2>ou|t>t|n>n|ʌ1>u|m>m|b>b|ɝ0>er|d>ed,
outpost,3.9443000000000007e-07,aʊ1>ou|t>t|p>p|oʊ2>o|s>s|t>t,
outposts,7.888600000000001e-07,aʊ1>ou|t>t|p>p|oʊ2>o|s>s|t>t|s>s,
outpouring,1.9721e-07,aʊ2>ou|t>t|p>p|ɔ1>ou|r>r|ɪ0>i|ŋ>ng,
outrage,1.7749000000000002e-06,aʊ1>ou|t>t|r>r|eɪ2>a|dʒ>ge,
outraged,4.1415e-06,aʊ1>ou|t>t|r>r|eɪ2>a|dʒ>ge|d>d,
outrageous,9.860700000000002e-07,aʊ0>ou|t>t|r>r|eɪ1>a|dʒ>ge|ʌ0>ou|s>s,
outrageously,3.9443000000000007e-07,aʊ2>ou|t>t|r>r|eɪ1>a|dʒ>ge|ʌ0>ou|s>s|l>l|i0>y,
outrages,1.9721e-07,aʊ1>ou|t>t|r>r|eɪ2>a|dʒ>g|ɪ0>e|z>s,
outright,6.1136e-06,aʊ1>ou|t>t|r>r|aɪ1>igh|t>t,
outs,9.860700000000002e-07,aʊ1>ou|t>t|s>s,
outset,1.3805000000000002e-06,aʊ1>ou|t>t|s>s|ɛ2>e|t>t,
outside,0.00013706,aʊ1>ou|t>t|s>s|aɪ1>i|d>de,
outsider,2.1694e-06,aʊ0>ou|t>t|s>s|aɪ1>i|d>d|ɝ0>er,
outsiders,1.9721e-06,aʊ0>ou|t>t|s>s|aɪ1>i|d>d|ɝ0>er|z>s,
outskirts,5.9164e-06,aʊ1>ou|t>t|s>s|k>k|ɝ2>ir|t>t|s>s,
outspoken,1.9721e-06,aʊ1>ou|t>t|s>s|p>p|oʊ1>o|k>k|ɛ0>e|n>n,
outstretched,6.7053e-06,aʊ0>ou|t>t|s>s|t>t|r>r|ɛ1>e|tʃ>tch|t>ed,
outstrip,3.9443000000000007e-07,aʊ0>ou|t>t|s>s|t>t|r>r|ɪ1>i|p>p,
outstripped,9.860700000000002e-07,aʊ0>ou|t>t|s>s|t>t|r>r|ɪ1>i|p>pp|t>ed,
outward,1.203e-05,aʊ1>ou|t>t|w>w|ɝ0>ar|d>d,
outwardly,3.3526e-06,aʊ1>ou|t>t|w>w|ɝ0>ar|d>d|l>l|i0>y,
outwards,3.9443000000000007e-07,aʊ1>ou|t>t|w>w|ɝ0>ar|d>d|z>s,
outweigh,1.9721e-07,aʊ1>ou|t>t|w>w|eɪ2>eigh,
outweighed,1.9721e-07,aʊ0>ou|t>t|w>w|eɪ1>eigh|d>ed,
outwit,1.9721e-06,aʊ1>ou|t>t|w>w|ɪ2>i|t>t,
oval,5.1276e-06,oʊ1>o|v>v|ʌ0>a|l>l,
ovation,1.9721e-07,oʊ0>o|v>v|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
oven,2.4455e-05,ʌ1>o|v>v|ɛ0>e|n>n,
ovens,5.916399999999999e-07,ʌ1>o|v>v|ɛ0>e|n>n|z>s,
over,0.0020472999999999997,oʊ1>o|v>v|ɝ0>er,
overalls,9.860700000000002e-07,oʊ1>o|v>v|ɝ0>er|ɔ2>a|l>ll|z>s,
overarching,3.9443000000000007e-07,oʊ1>o|v>v|ɝ0>er|ɑ2>a|r>r|tʃ>ch|ɪ0>i|ŋ>ng,
overbearing,3.9443000000000007e-07,oʊ1>o|v>v|ɝ0>er|b>b|ɛ1>ea|r>r|ɪ0>i|ŋ>ng,
overblown,1.9721e-07,oʊ2>o|v>v|ɝ0>er|b>b|l>l|oʊ1>ow|n>n,
overboard,1.065e-05,oʊ1>o|v>v|ɝ0>er|b>b|ɔ2>oa|r>r|d>d,
overburdened,9.860700000000002e-07,oʊ1>o|v>v|ɝ0>er|b>b|ɝ1>ur|d>d|ɛ0>e|n>n|d>ed,
overcame,3.7470999999999997e-06,oʊ1>o|v>v|ɝ0>er|k>c|eɪ1>a|m>me,
overcast,7.888600000000001e-07,oʊ1>o|v>v|ɝ0>er|k>c|æ2>a|s>s|t>t,
overcharged,1.9721e-07,oʊ1>o|v>v|ɝ0>er|tʃ>ch|ɑ1>a|r>r|dʒ>ge|d>d,
overcoat,3.5499e-06,oʊ1>o|v>v|ɝ0>er|k>c|oʊ2>oa|t>t,
overcome,2.2285e-05,oʊ1>o|v>v|ɝ0>er|k>c|ʌ2>o|m>me,
overcoming,1.7749000000000002e-06,oʊ1>o|v>v|ɝ0>er|k>c|ʌ2>o|m>m|ɪ0>i|ŋ>ng,
overcrowded,3.9443000000000007e-07,oʊ1>o|v>v|ɝ0>er|k>c|r>r|aʊ2>ow|d>d|ɪ0>e|d>d,
overdo,7.888600000000001e-07,oʊ1>o|v>v|ɝ0>er|d>d|u1>o,
overdoing,3.9443000000000007e-07,oʊ1>o|v>v|ɝ0>er|d>d|u1>o|ɪ0>i|ŋ>ng,
overdone,2.1694e-06,oʊ1>o|v>v|ɝ0>er|d>d|ʌ1>o|n>ne,
overdrawn,1.9721e-07,oʊ1>o|v>v|ɝ0>er|d>d|r>r|ɔ1>aw|n>n,
overdue,9.860700000000002e-07,oʊ1>o|v>v|ɝ0>er|d>d|u1>ue,
overeating,5.916399999999999e-07,oʊ1>o|v>v|ɝ0>er|i1>ea|t>t|ɪ0>i|ŋ>ng,
overestimate,1.9721e-07,oʊ2>o|v>v|ɝ0>er|ɛ1>e|s>s|t>t|ɪ0>i|m>m|eɪ2>a|t>te,
overflow,2.3666e-06,oʊ1>o|v>v|ɝ0>er|f>f|l>l|oʊ2>ow,
overflowed,5.9164e-06,oʊ2>o|v>v|ɝ0>er|f>f|l>l|oʊ1>ow|d>ed,
overflowing,4.9304e-06,oʊ1>o|v>v|ɝ0>er|f>f|l>l|oʊ2>ow|ɪ0>i|ŋ>ng,
overgrown,7.2969e-06,oʊ1>o|v>v|ɝ0>er|g>g|r>r|oʊ1>ow|n>n,
overhang,1.9721e-07,oʊ1>o|v>v|ɝ0>er|h>h|æ2>a|ŋ>ng,
overhanging,2.9582e-06,oʊ1>o|v>v|ɝ0>er|h>h|æ2>a|ŋ>ng|ɪ0>i|ŋ>ng,
overhangs,1.9721e-07,oʊ1>o|v>v|ɝ0>er|h>h|æ2>a|ŋ>ng|z>s,
overhaul,1.7749000000000002e-06,oʊ1>o|v>v|ɝ0>er|h>h|ɔ2>au|l>l,
overhauled,5.916399999999999e-07,oʊ1>o|v>v|ɝ0>er|h>h|ɔ2>au|l>l|d>ed,
overhauling,1.9721e-07,oʊ1>o|v>v|ɝ0>er|h>h|ɔ2>au|l>l|ɪ0>i|ŋ>ng,
overhead,2.268e-05,oʊ1>o|v>v|ɝ0>er|h>h|ɛ1>ea|d>d,
overhear,3.1554000000000003e-06,oʊ1>o|v>v|ɝ0>er|h>h|ɪ1>ea|r>r,
overheard,1.5382999999999998e-05,oʊ1>o|v>v|ɝ0>er|h>h|ɝ1>ear|d>d,
overhearing,7.888600000000001e-07,oʊ2>o|v>v|ɝ0>er|h>h|ɪ1>ea|r>r|ɪ0>i|ŋ>ng,
overjoyed,7.8886e-06,oʊ2>o|v>v|ɝ0>er|dʒ>j|ɔɪ1>oy|d>ed,
overlaid,1.5777000000000002e-06,oʊ1>o|v>v|ɝ0>er|l>l|eɪ2>ai|d>d,
overlapping,3.9443000000000007e-07,oʊ1>o|v>v|ɝ0>er|l>l|æ2>a|p>pp|ɪ0>i|ŋ>ng,
overloaded,9.860700000000002e-07,oʊ1>o|v>v|ɝ0>er|l>l|oʊ2>oa|d>d|ɪ0>e|d>d,
overlook,2.7610000000000003e-06,oʊ1>o|v>v|ɝ0>er|l>l|ʊ2>oo|k>k,
overlooked,6.1136e-06,oʊ1>o|v>v|ɝ0>er|l>l|ʊ2>oo|k>k|t>ed,
